entity,n-authors,n-revs
Code/CMS/CMS/Views/Ecommerce/DisplayTemplates/QuickBuyAddToBasket.cshtml,1,1
Database/CMS_Database/dbo/Tables/ResponsiveContent_MultipleImages.sql,1,1
Code/Core/WebPOS.Core.ServiceLayer/Validation/Implementation/AddressValidator.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ServiceLayer/Filters/Auth/CannotBeLoggedIn.cs,1,1
Code/CMS/CMS/Assets/images/Dropdown_Arrow.png,1,1
Code/CMS/CMS/Views/ResponsiveContent/Blocks/ContactUsBlockViewModel.cshtml,1,1
Code/CMS/CMS/Assets/sass/modules/controls/_order-vouchers.scss,1,1
Code/Core/WebPOS.Core.DataLayer/Entities/TaxClassEntity.cs,1,1
Code/CMS/CMS/app_build/lib/jquery.bootstrap-responsive-tabs.min.js,1,1
Code/Core/WebPOS.Core.DataLayer/Entities/StockLocationEntity.cs,1,1
Code/PaymentGateways/WebPOS.Core.PaymentGateway.WorldPay.Business/WebPOS.Core.PaymentGateway.WorldPay.Business.csproj,1,1
Code/Core/WebPOS.Core.ModelLayer/EmailManagement/EmailTypes/ProjectTemplates/UpdatedDefaultAddressRequestEmail.cs,1,1
Code/Core/WebPOS.Core.ServiceLayer/EntityManagement/IGenericEntityManager.cs,1,1
Code/ProjectLibraries/WebPOS.Project.ModelLayer/Carriers/CarrierTypeIdentifiers.cs,1,1
Code/Core/WebPOS.Core.RepositoryLayer/CalculatedPriceManagement/Implementation/PriceRuleProcessorRepository.cs,1,1
Code/Integration/WebPOS.Integration.DTO/Accounts/AccountItem.cs,1,1
Code/CMS/CMS/Views/Layout/Controls/CheckoutHeader.cshtml,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/Pricing/DisplayPrice.cs,1,1
Code/Integration/WebPOS.Integration/Importers/IPriceBandsImporter.cs,1,1
Database/CMS_Database/dbo/Tables/RolePermission.sql,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/Filters/ProductFilterQueryableSettingsViewModel.cs,1,1
Code/Core/WebPOS.Core.Layer/WebPOS.Core.Layer.csproj,1,1
Database/CMS_Database/dbo/Stored Procedures/VariantPriceRule_Save.sql,1,1
Code/Core/WebPOS.Core.ServiceLayer/OrderManagement/Implementation/OrderStatusProcessor.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ApplicationLayer/Initialisers/Filters/OrdersFilterInitialiser.cs,1,1
Code/WorldPayTemplates/html view/footer.html,1,1
Code/CMS/CMS/Views/Ecommerce/DisplayTemplates/QuickBuyVariantViewModel.cshtml,1,1
Code/Integration/WebPOS.Integration.Conversion/Pricing/PriceItemToPriceRuleItemConverter.cs,1,1
Code/Integration/WebPOS.Integration.DTO/Requests/Prima/CustomerEnquiry.cs,1,1
Code/Admin/Admin/Views/Pages/Controls/PageTreeManagement/EditPageTitleModal.cshtml,1,1
Code/Integration/WebPOS.Integration.DTO/Responses/Prima/OrderStatusResult.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/Print/PrintOrderLineViewModel.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/MyAccount/OrderDetailsPartViewModel.cs,1,1
Database/CMS_Database/Security/prp.sql,1,1
Code/Integration/WebPOS.Integration.API/Discarder/Implementation/SftpFileDiscarder.cs,1,1
Code/Core/WebPOS.Core.DataLayer/Entities/ProductFileEntity.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/Forms/ContactUsForm.cs,1,1
Code/CMS/CMS/Assets/sass/themes/_links.scss,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/Ecommerce/VariantViewModel.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ServiceLayer/Filters/Auth/CheckoutConfirmation.cs,1,1
Code/WebPOS.sln,1,1
Code/Core/WebPOS.Core.ServiceLayer/Validation/Implementation/ProductValidator.cs,1,1
Code/CMS/CMS/app_build/product.js,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ApplicationLayer/Initialisers/Pages/Ecommerce/ReviewReminderPageModelInitialiser.cs,1,1
Code/Core/WebPOS.Core.ModelLayer/EmailManagement/EmailTypes/Data/UpdatedProfileRequestData.cs,1,1
Code/Admin/Admin/app_build/App/UserDetailsAdminPageModel.js,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/PageModels/Checkout/BasketPageModel.cs,1,1
Code/Core/WebPOS.Core.ModelLayer/EmailManagement/EmailTypes/ProjectTemplates/OrderUpdateEmail.cs,1,1
Code/Core/WebPOS.Core.DataLayer/Entities/RoleEntity.cs,1,1
Code/Core/WebPOS.Core.RepositoryLayer/ProductManagement/Implementation/ProductFileRepository.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/Print/PrintOrderPartViewModel.cs,1,1
Code/WorldPayTemplates/html view/stylesheet.css,1,1
Code/CMS/CMS/Assets/images/Dealer-backgroundimg.png,1,1
Code/Core/WebPOS.Core.DataLayer/Entities/CategoryEntity.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/PageModels/Auth/LoginPageModel.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/Attributes/LocalisedRequiredAttribute.cs,1,1
Code/CMS/CMS/app_build/search.js,1,1
Code/CMS/CMS/Assets/images/sprites/icon-footerlinks.png,1,1
Code/CMS/CMS/app_build/product-list.js,1,1
Code/WorldPayTemplates/header.html,1,1
Database/CMS_Database/dbo/Stored Procedures/CategoryPriceRule_Save.sql,1,1
Database/CMS_Database/Scripts/Post-Deployment/Ref/PromotionTypes.sql,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/PageModels/Base/SitePageModel.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ServiceLayer/Filters/Auth/Stateside/CanViewMediaDownloadArea.cs,1,1
Code/Core/WebPOS.Core.ModelLayer/EmailManagement/EmailTypes/ProjectTemplates/UpdatedEmailRequestEmail.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/Filters/OrderHistoryFilterSettingsViewModel.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ApplicationLayer/Initialisers/Pages/MyAccount/WishlistPageModelInitialiser.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/Orders/OrderFilterResultsViewModel.cs,1,1
Code/CMS/CMS/Assets/images/sprites/icon-footerlinks@2x.png,1,1
Code/ProjectLibraries/WebPOS.Project.ModelLayer/Roles/RoleExtensions.cs,1,1
Code/WorldPayTemplates/html view/CheckoutArrow1.png,1,1
Code/Integration/WebPOS.Integration.DTO/Requests/Prima/FullStockRequest.cs,1,1
Code/CMS/CMS/Assets/sass/layout/_user-management-details.scss,1,1
Code/Core/WebPOS.Core.ModelLayer/EmailManagement/EmailTypes/ProjectTemplates/UpdatedProfileRequestEmail.cs,1,1
Code/Admin/Admin/app_build/App/BasketPromotionsAdminPageModel.js,1,1
Code/Core/WebPOS.Core.ServiceLayer/VariantManagement/Implementation/VariantShortManager.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/PageModels/MyAccount/CardsPageModel.cs,1,1
Code/Integration/WebPOS.Integration.API/Movers/Implementation/SftpMover.cs,1,1
Database/CMS_Database/dbo/Tables/ProductFiles.sql,1,1
Code/Integration/WebPOS.Integration.Conversion/Pricing/PriceBandListConverter.cs,1,1
Code/CMS/CMS/app_build/app/order-details.js,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ServiceLayer/Filters/Auth/Stateside/CanChangeEmailPassword.cs,1,1
Code/Core/WebPOS.Core.ModelLayer/OrderManagement/OrderLine.cs,1,1
Code/CMS/CMS/Assets/sass/utils/_vendors.scss,1,1
Code/Integration/WebPOS.Integration.DTO/Stock/StockItem.cs,1,1
Code/Integration/WebPOS.Integration/Directors/Implementation/IntegrationReaderDirector.cs,1,1
Code/Admin/Admin/app_build/ViewModels/BasketPromotions/Promotions/CTAPromotionBasketPromotion.js,1,1
Database/CMS_Database/dbo/Functions/GetProductFile.sql,1,1
Code/Tasks/WebPOS.Core.Tasks.MQSE/scripts/uninstall.bat,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/QuickBuy/QuickBuyViewModel.cs,1,1
Code/WorldPayTemplates/Stateside-logo.png,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/Forms/AddressForm.cs,1,1
Code/CMS/CMS/Assets/sass/modules/controls/_address.scss,1,1
Code/Core/Tests/WebPOS.Core.ServiceLayer.Tests/DeliveryManagement/DeliveryTypeProcessor/DeliveryTypeRuleAsTargetCountdownTest.cs,1,1
Database/OrderManagement_Database/dbo/Tables/OrderLineItem.sql,1,1
Database/CMS_Database/dbo/Stored Procedures/PriceRuleSummary_Filtered.sql,1,1
Code/Core/WebPOS.Core.RepositoryLayer/PriceRuleManagement/Implementation/PriceRuleBaseRepository.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ServiceLayer/Filters/Auth/Stateside/CanLoginLogoutB2BUser.cs,1,1
Code/CMS/CMS/Views/Ecommerce/DisplayTemplates/ProductPageReviewSuccessModal.cshtml,1,1
Code/ProjectLibraries/WebPOS.Project.RepositoryLayer/Promotions/Implementation/CTAPromotionRepository.cs,1,1
Database/CMS_Database/dbo/Stored Procedures/PriceRuleBase_Save.sql,1,1
Code/ProjectLibraries/WebPOS.Project.ModelLayer/Attributes/AttributeNames.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ServiceLayer/Filters/Auth/Stateside/CanViewMyAccount.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/MyAccount/OrderDetailsLineViewModel.cs,1,1
Database/CMS_Database/dbo/Tables/Category.sql,1,1
Code/Integration/WebPOS.Integration.Conversion/Properties/AssemblyInfo.cs,1,1
Database/CMS_Database/dbo/Tables/Variants.sql,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/ResponsiveContent/MultipleImagesBlockViewModel.cs,1,1
Code/Integration/WebPOS.Integration.DTO/Requests/Prima/MultiNewOrderRequest.cs,1,1
Code/ProjectLibraries/WebPOS.Project.ModelLayer/Carriers/CarrierTypeConfigurationKeys.cs,1,1
Database/CMS_Database/dbo/Tables/Roles.sql,1,1
Code/Integration/WebPOS.Integration.API/Discarder/IFileDiscarder.cs,1,1
Code/Core/Tests/WebPOS.Core.ServiceLayer.Tests/Mocks/Managers/MockUserManager.cs,1,1
Code/Core/WebPOS.Core.ModelLayer/PriceManagement/CalculatedPriceSummary.cs,1,1
Code/Core/WebPOS.Core.ServiceLayer/EmailManagement/Implementation/Senders/ReviewReceivedEmailSender.cs,1,1
Code/Core/WebPOS.Core.ServiceLayer/ServicesModule.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/QuickBuy/QuickBuyVariantViewModel.cs,1,1
Code/CMS/CMS/app_build/order-history.js,1,1
Code/CMS/CMS/Views/Shared/EditorTemplates/FormTextAreaWithoutLabel.cshtml,1,1
Database/CMS_Database/dbo/Tables/IntegrationTime.sql,1,1
Code/CMS/CMS/app_build/batch-order-upload.js,1,1
Code/Core/WebPOS.Core.ModelLayer/ProductManagement/ProductShorts/ProductShortFilter.cs,1,1
Code/CMS/CMS/Views/MyAccount/Wishlist.cshtml,1,1
Code/CMS/CMS/Views/Ecommerce/Controls/QuickBuyVariantHeader.cshtml,1,1
Database/CMS_Database/setup/Stored Procedures/CreateRole.sql,1,1
Code/CMS/CMS/Assets/sass/utils/vendors/bootstrap/_navs.scss,1,1
Code/Core/WebPOS.Core.Layer/Properties/AssemblyInfo.cs,1,1
Code/CMS/CMS/Views/MyAccount/DisplayTemplates/OrderSummaryViewModel.cshtml,1,1
Code/Core/WebPOS.Core.ModelLayer/EmailManagement/EmailTypes/Data/B2BEnquiryReceiptEmailData.cs,1,1
Code/Core/WebPOS.Core.ModelLayer/PriceRuleManagement/PriceRuleSummary.cs,1,1
Code/Core/WebPOS.Core.ModelLayer/ProductManagement/ProductSummaries/ProductSummary.cs,1,1
Code/Core/WebPOS.Core.ServiceLayer/PromotionManagement/Implementation/BasketPromotionManagerFactory.cs,1,1
Code/Core/WebPOS.Core.RepositoryLayer/StockManagement/Implementation/StockRepository.cs,1,1
Code/CMS/CMS/Assets/sass/utils/vendors/bootstrap-responsive-tabs/bootstrap-responsive-tab.css,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/QuickBuy/QuickBuyGroupedPrimaCodeVariantViewModel.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ApplicationLayer/app.config,1,1
Code/Integration/WebPOS.Integration/Importers/Implementation/PriceBandsImporter.cs,1,1
Code/Admin/Admin/Views/Pages/Controls/UserDetails/Profile.cshtml,1,1
Code/Integration/WebPOS.Integration/Handlers/Implementation/IntegrationCompletedEventHandler.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/Filters/FilterableProductFiltersViewModel.cs,1,1
Code/CMS/CMS/Views/Shared/DisplayTemplates/CalculatedUiPrice.cshtml,1,1
Code/Integration/WebPOS.Integration.Tests/WebPOS.Integration.Tests.csproj,1,1
Code/CMS/CMS/app_build/order-details.js,1,1
Code/CMS/CMS/app_build/modules/order-history-filters.js,1,1
Code/Core/WebPOS.Core.ServiceLayer/Users/IUserAddressManager.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/QuickBuy/QuickBuyMatrix1OptionsViewModel.cs,1,1
Code/Integration/WebPOS.Integration/Directors/Implementation/IntegrationWriterDirector.cs,1,1
Code/Admin/Admin/app_build/ViewModels/Roles/Permission.js,1,1
Code/Core/WebPOS.Core.ModelLayer/EmailManagement/EmailTypes/Data/OrderUpdateEmailData.cs,1,1
Code/Integration/WebPOS.Integration.DTO/ExcludedProducts/ExcludedProductItem.cs,1,1
Code/Core/WebPOS.Core.Layer/Extensions/StringExtensions.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/PageModels/Base/MyAccountPageModel.cs,1,1
Code/Integration/WebPOS.Integration.DTO/Properties/AssemblyInfo.cs,1,1
Code/CMS/CMS/Views/Shared/DisplayTemplates/PrintOrderAddressViewModel.cshtml,1,1
Database/CMS_Database/dbo/Tables/Permission.sql,1,1
Code/WorldPayTemplates/!FormParameters.txt,1,1
Database/OrderManagement_Database/dbo/Tables/Orders.sql,1,1
Code/Core/WebPOS.Core.ServiceLayer/Fulfilment/Implementation/FulfilmentManager.cs,1,1
Code/Integration/WebPOS.Integration.API/RequestData/SftpRequestData.cs,1,1
Code/Integration/WebPOS.Integration.DTO/ExcludedProducts/AccountExcludedItems.cs,1,1
Code/WorldPayTemplates/resultY.html,1,1
Code/Core/WebPOS.Core.ModelLayer/OrderManagement/OrderStatuses.cs,1,1
Code/Integration/WebPOS.Integration.API/Readers/Implementation/SoapRequestReader.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ServiceLayer/Filters/Auth/Stateside/CanAddStockNotifications.cs,1,1
Code/Core/WebPOS.Core.RepositoryLayer/ProductManagement/Implementation/ProductSummaryRepository.cs,1,1
Code/Tasks/WebPOS.Core.Tasks.JobChecker/Program.cs,1,1
Code/CMS/CMS/Views/Shared/DisplayTemplates/StockIndicators.cshtml,1,1
Code/Core/WebPOS.Core.Admin.ServiceLayer/Properties/AssemblyInfo.cs,1,1
Code/Admin/Admin/app_build/ViewModels/Users/User.js,1,1
Code/CMS/CMS/Assets/sass/utils/_mixins.scss,1,1
Code/Core/Tests/WebPOS.Core.ServiceLayer.Tests/DeliveryManagement/DeliveryTypeProcessor/DeliveryTypeRulesTests.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/PageModels/MyAccount/WishlistPageModel.cs,1,1
Code/Integration/WebPOS.Integration.Conversion/ExcludedProducts/ExcludedProductItemCsvConverter.cs,1,1
Code/ProjectLibraries/WebPOS.Project.ServiceLayer/AutoMapperProfiles/CmsLoginMapperProfile.cs,1,1
Database/CMS_Database/dbo/Stored Procedures/ProductShort_Filtered.sql,1,1
Code/Core/WebPOS.Core.ServiceLayer/Basket/Implementation/BasketService.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ServiceLayer/Filters/Auth/Stateside/CanViewAddressBook.cs,1,1
Code/Core/WebPOS.Core.RepositoryLayer/ProductManagement/Implementation/ProductShortManager.cs,1,1
Code/Core/WebPOS.Core.ModelLayer/EmailManagement/EmailTypes/Data/ReviewReceivedEmailData.cs,1,1
Code/Core/WebPOS.Core.RepositoryLayer/EntityManagement/IGenericEntityRepository.cs,1,1
Code/Core/WebPOS.Core.ModelLayer/EmailManagement/EmailTypes/Data/CustomerRegistrationEmailData.cs,1,1
Code/CMS/CMS/Assets/sass/utils/mixins/_animations.scss,1,1
Code/Core/WebPOS.Core.ModelLayer/AccountManagement/AccountUserSummary.cs,1,1
Code/CMS/CMS/Assets/sass/modules/controls/_basket-summary.scss,1,1
Database/OrderManagement_Database/dbo/Tables/OrderAddress.sql,1,1
Code/CMS/CMS/Assets/sass/utils/vendors/bootstrap/_dropdowns.scss,1,1
Code/Core/WebPOS.Core.ServiceLayer/PromotionManagement/Implementation/BasketPromotionManager.cs,1,1
Code/CMS/CMS/Assets/images/bg-header.png,1,1
Code/WorldPayTemplates/footer.html,1,1
Code/ProjectLibraries/WebPOS.Project.ServiceLayer/IOC/ProjectModules.cs,1,1
Code/CMS/CMS/Views/Navigation/FooterLinks.cshtml,1,1
Database/CMS_Database/dbo/Tables/ResponsiveContent_MultipleImagesItem.sql,1,1
Code/Admin/Admin/Models/ViewModels/Languages/LanguageViewModel.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ServiceLayer/Filters/Auth/Stateside/CanPurchaseProducts.cs,1,1
Code/Core/WebPOS.Core.RepositoryLayer/EntityManagement/Implementation/GenericEntityRepository.cs,1,1
Code/WorldPayTemplates/resultC.html,1,1
Code/Core/WebPOS.Core.ServiceLayer/OrderSummaries/Implementation/OrderSummaryManager.cs,1,1
Code/ProjectLibraries/WebPOS.Project.ModelLayer/Carriers/DpdCarrierType.cs,1,1
Code/CMS/CMS/Assets/sass/modules/controls/_range-ui-price.scss,1,1
Database/CMS_Database/dbo/Stored Procedures/Product_LoadById.sql,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/Filters/OrderFilter.cs,1,1
Code/CMS/CMS/Views/MyAccount/Cards.cshtml,1,1
Code/ProjectLibraries/WebPOS.Project.ModelLayer/CurrencyTypes/CurrencyTypeNames.cs,1,1
Code/Core/WebPOS.Core.ModelLayer/EmailManagement/EmailTypes/Data/RemoveAddressRequestData.cs,1,1
Code/CMS/CMS/Views/Shared/DisplayTemplates/PrintOrderViewModel.cshtml,1,1
Code/CMS/CMS/Views/Shared/DisplayTemplates/PrintOrderLineViewModel.cshtml,1,1
Code/WorldPayTemplates/CheckoutArrow2.png,1,1
Code/Core/WebPOS.Core.ModelLayer/PromotionManagement/Enums/PromotionType.cs,1,1
Code/CMS/CMS/Assets/sass/modules/controls/_checkout-user-address.scss,1,1
Code/Integration/WebPOS.Integration.Conversion/IntegrationConversionModule.cs,1,1
Code/Core/WebPOS.Core.ModelLayer/OrderManagement/OrderAddress.cs,1,1
Code/CMS/CMS/Views/MyAccount/MyAccount.cshtml,1,1
Code/CMS/CMS/Views/Navigation/BreadCrumb.cshtml,1,1
Code/CMS/CMS/Views/Shared/DisplayTemplates/SuggestedDeliveryTypeViewModel.cshtml,1,1
Code/Core/WebPOS.Core.ModelLayer/EmailManagement/EmailTypes/Data/B2CEnquiryReceiptEmailData.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/Ecommerce/PriceBandViewModel.cs,1,1
Code/WorldPayTemplates/CheckoutArrow1.png,1,1
Code/Admin/Admin/Views/Pages/BasketPromotions.cshtml,1,1
Code/Core/WebPOS.Core.ModelLayer/EmailManagement/EmailTypes/ProjectTemplates/B2CEnquiryReceiptEmail.cs,1,1
Code/Core/WebPOS.Core.ServiceLayer/Moto/Implementation/MotoManager.cs,1,1
Code/Core/WebPOS.Core.ServiceLayer/EmailManagement/Implementation/Senders/UpdatedAddressRequestEmailSender.cs,1,1
Database/CMS_Database/dbo/Functions/GetStock.sql,1,1
Code/Core/WebPOS.Core.ModelLayer/EmailManagement/EmailTypes/ProjectTemplates/B2BEnquiryReceiptEmail.cs,1,1
Code/CMS/CMS/app_build/lib/bootstrap-datepicker.js,1,1
Code/CMS/CMS/Assets/sass/themes/_fonts-and-icons.scss,1,1
Database/CMS_Database/dbo/Tables/PriceRuleBase.sql,1,1
Code/Core/WebPOS.Core.RepositoryLayer/ProductManagement/IProductFileRepository.cs,1,1
Database/OrderManagement_Database/Scripts/Post-Deployment/Ref/OrderStatuses.sql,1,1
Database/CMS_Database/dbo/Stored Procedures/Stock_Save.sql,1,1
Code/PaymentGateways/WebPOS.Core.PaymentGateway.WorldPay.Business/Services/Implementation/WorldPayPaymentRequestManager.cs,1,1
Database/OrderManagement_Database/dbo/Tables/OrderLinePromotionInformation.sql,1,1
Code/Core/Utilities/WebPOS.Utilities.Basket/Form1.cs,1,1
Code/WorldPayTemplates/html view/CheckoutArrow2.png,1,1
Database/CMS_Database/dbo/Tables/BasketPromotions.sql,1,1
Code/Admin/Admin/app_build/Services/Categories/CategoryService.js,1,1
Database/CMS_Database/setup/Stored Procedures/CreatePermission.sql,1,1
Code/Core/WebPOS.Core.CMS.ServiceLayer/WebPOS.Core.CMS.ServiceLayer.csproj,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/Forms/BatchOrderUploadForm.cs,1,1
Code/Core/WebPOS.Core.DataLayer/Properties/AssemblyInfo.cs,1,1
Database/CMS_Database/dbo/Tables/Stock.sql,1,1
Code/Core/WebPOS.Core.ModelLayer/PriceManagement/CalculatedPrice.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/ResponsiveContent/ImageBlockViewModel.cs,1,1
Code/CMS/CMS/Assets/sass/themes/_tables.scss,1,1
Code/CMS/CMS/Views/Ecommerce/DisplayTemplates/ProductPageBundledProductViewModel.cshtml,1,1
Code/Core/WebPOS.Core.ServiceLayer/VariantManagement/IVariantShortManager.cs,1,1
Code/Core/WebPOS.Core.ModelLayer/ProductManagement/Products/ProductFile.cs,1,1
Code/ProjectLibraries/WebPOS.Project.CMS.ViewModelLayer/PageModels/Checkout/CheckoutDeliveryAddressPageModel.cs,1,1
